Severity,Line,Rule ID,Rule Title,Message,Suggestion,Line Content
HIGH,1,BPAEDF7F2F,Exclude with .dockerignore,Required file '.dockerignore' not found. Check if a .dockerignore file exists in the same directory as the Dockerfile.,Create a .dockerignore file in the same directory as your Dockerfile to exclude files not relevant to the build. Use patterns similar to .gitignore to specify which files or directories to ignore.,Global Check: File '.dockerignore'
HIGH,1,BPD5DA0774,Build and test your images in CI,"This check requires verifying if CI/CD pipelines like GitHub Actions are configured to build and test Docker images upon code commits or pull requests. Such verification goes beyond the Dockerfile content and involves external CI/CD configuration, which cannot be assessed by a simple line-by-line Dockerfile linter.","Ensure your project's CI/CD pipeline (e.g., GitHub Actions, GitLab CI/CD) is configured to automatically build and test your Docker images upon every commit or pull request. This may involve creating or updating a CI/CD configuration file in your repository.",Global Check: Manual Review
MEDIUM,1,BPDE4F1AAB,VOLUME,"Instruction 'VOLUME' count is 0, which does not meet the requirement (expected: greater than 0). Checks if the VOLUME instruction is used at least once.","Ensure at least one VOLUME instruction is used to expose any necessary files, folders, or data storage areas created by your Docker container.",Global Check: VOLUME Count
HIGH,1,BPFAEF57A2,ENTRYPOINT,Review if ENTRYPOINT is used in combination with CMD to provide default flags.,"Ensure your Dockerfile contains exactly one ENTRYPOINT instruction, used to set the main command of the image. Combine ENTRYPOINT with CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex startup sequences, ensuring it uses exec to handle signals correctly.",Global Check: Manual Review
HIGH,1,BPFAEF57A2,ENTRYPOINT,"Ensure ENTRYPOINT is used to set the image's main command, allowing the image to be run as if it was that command.","Ensure your Dockerfile contains exactly one ENTRYPOINT instruction, used to set the main command of the image. Combine ENTRYPOINT with CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex startup sequences, ensuring it uses exec to handle signals correctly.",Global Check: Manual Review
HIGH,1,BPFAEF57A2,ENTRYPOINT,"Verify if ENTRYPOINT uses a helper script for complex startup sequences, and that it uses exec to ensure signals are properly handled.","Ensure your Dockerfile contains exactly one ENTRYPOINT instruction, used to set the main command of the image. Combine ENTRYPOINT with CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex startup sequences, ensuring it uses exec to handle signals correctly.",Global Check: Manual Review
HIGH,1,BPFE9F359F,Decouple applications,"Due to the linter's limitations in understanding Dockerfile structure, application architecture, and the context across multiple lines or instructions, this rule requires manual review to ensure that each container is focused on a single concern, and applications are properly decoupled into multiple containers where necessary.","Review your Dockerfile and application architecture to ensure that each container is dedicated to a single concern. If your application consists of multiple components (e.g., web server, database, cache), consider splitting these into separate containers to facilitate scaling and improve modularity. Use Docker container networks for inter-container communication if necessary.",Global Check: Manual Review
HIGH,1,BP32CAE590,Choose the right base image,Disallowed pattern found: Using 'latest' tag for base image.,"Avoid using the ':latest' tag for base images to ensure reproducibility. Consider using a minimal base image like 'alpine' for smaller, more secure deployments. Ensure the base image is from a trusted source. For production, use a base image without unnecessary build tools.",FROM ubuntu:latest
HIGH,1,BP32CAE590,Choose the right base image,Required pattern not found: Checks if the FROM instruction specifies 'scratch' indicating a minimal base.,"Avoid using the ':latest' tag for base images to ensure reproducibility. Consider using a minimal base image like 'alpine' for smaller, more secure deployments. Ensure the base image is from a trusted source. For production, use a base image without unnecessary build tools.",FROM ubuntu:latest
HIGH,1,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",FROM ubuntu:latest
HIGH,1,BP8E7F00CF,FROM,"Required pattern not found: Checks if the FROM instruction specifies an Alpine image, potentially with a tag.",Use an official Alpine image as the base for your Dockerfile to minimize size and ensure security. Avoid using the 'latest' tag to ensure predictable builds.,FROM ubuntu:latest
HIGH,1,BP8E7F00CF,FROM,Disallowed pattern found: Using 'latest' tag for base image.,Use an official Alpine image as the base for your Dockerfile to minimize size and ensure security. Avoid using the 'latest' tag to ensure predictable builds.,FROM ubuntu:latest
HIGH,1,BPB8CA77FB,Pin base image versions,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure that the base image in your Dockerfile is pinned to a specific digest to guarantee the use of the same image version across builds. For example, use 'FROM alpine@sha256:12345...' instead of 'FROM alpine:latest' or 'FROM alpine:3.19'.",FROM ubuntu:latest
HIGH,2,BP32CAE590,Choose the right base image,Required pattern not found: Checks if the FROM instruction specifies 'scratch' indicating a minimal base.,"Avoid using the ':latest' tag for base images to ensure reproducibility. Consider using a minimal base image like 'alpine' for smaller, more secure deployments. Ensure the base image is from a trusted source. For production, use a base image without unnecessary build tools.",FROM python:3.9 AS builder
HIGH,2,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",FROM python:3.9 AS builder
HIGH,2,BP8E7F00CF,FROM,"Required pattern not found: Checks if the FROM instruction specifies an Alpine image, potentially with a tag.",Use an official Alpine image as the base for your Dockerfile to minimize size and ensure security. Avoid using the 'latest' tag to ensure predictable builds.,FROM python:3.9 AS builder
HIGH,2,BPB8CA77FB,Pin base image versions,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure that the base image in your Dockerfile is pinned to a specific digest to guarantee the use of the same image version across builds. For example, use 'FROM alpine@sha256:12345...' instead of 'FROM alpine:latest' or 'FROM alpine:3.19'.",FROM python:3.9 AS builder
HIGH,4,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN apt-get update
HIGH,4,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get update
HIGH,4,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get update
HIGH,4,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get update
HIGH,5,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN apt-get install -y python3
HIGH,5,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y python3
HIGH,5,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y python3
HIGH,5,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y python3
HIGH,6,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN apt-get install -y vim nano curl wget
HIGH,6,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y vim nano curl wget
HIGH,6,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y vim nano curl wget
HIGH,6,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y vim nano curl wget
MEDIUM,6,BPAF7FDF55,Don't install unnecessary packages,"Disallowed pattern found: Detects installation of common text editors (nano, vim, emacs) which are unnecessary for most Docker images.","Review the Dockerfile to ensure only necessary packages are installed. Remove any packages that are not essential to run the application, such as text editors or other utilities not required by the application.",RUN apt-get install -y vim nano curl wget
HIGH,7,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN apt-get install -y nginx
HIGH,7,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y nginx
HIGH,7,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y nginx
HIGH,7,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y nginx
INFO,9,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for adding tar files which will be auto-extracted.,Prefer using COPY for copying local files in the build context. Use ADD for remote URLs and auto-extracting tar files. Review the use of COPY and ADD to ensure they are used appropriately according to their functionalities.,ADD . /app
HIGH,9,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",ADD . /app
HIGH,10,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN apt-get install -y redis-server
HIGH,10,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y redis-server
HIGH,10,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y redis-server
HIGH,10,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y redis-server
HIGH,12,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN apt-get install -y postgresql
HIGH,12,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y postgresql
HIGH,12,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y postgresql
HIGH,12,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y postgresql
HIGH,14,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN mkdir -p /var/log/myapp
HIGH,14,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN mkdir -p /var/log/myapp
HIGH,14,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN mkdir -p /var/log/myapp
HIGH,14,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN mkdir -p /var/log/myapp
HIGH,15,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.","RUN echo ""log data"" > /var/log/app.log"
HIGH,15,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,"RUN echo ""log data"" > /var/log/app.log"
HIGH,15,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,"RUN echo ""log data"" > /var/log/app.log"
HIGH,15,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,"RUN echo ""log data"" > /var/log/app.log"
HIGH,17,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",WORKDIR app
HIGH,17,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,"Use WORKDIR with absolute paths instead of RUN cd commands. For example, replace 'RUN cd /app && do-something' with 'WORKDIR /app' followed by 'RUN do-something'.",WORKDIR app
HIGH,19,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",COPY .git /app/.git
HIGH,20,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",COPY README.md /app/
HIGH,21,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",COPY node_modules /app/node_modules
HIGH,23,BP08E4DA4E,CMD,Required pattern not found: Checks if CMD is used in the recommended JSON array format.,"Ensure that the CMD instruction is used in the JSON array format, such as CMD [""executable"", ""param1"", ""param2""], and that there is only one CMD instruction in the Dockerfile.","CMD [""sh"", ""-c"", ""nginx & python3 app.py""]"
HIGH,23,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.","CMD [""sh"", ""-c"", ""nginx & python3 app.py""]"
HIGH,25,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Check if the USER instruction is used at least once to ensure running as a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' due to its unpredictable behavior. If necessary, use 'gosu' for privilege escalation. Avoid frequent switching of USER to reduce complexity.",RUN apt-get install -y redis-server
HIGH,25,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y redis-server
HIGH,25,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install commands are used together in the same RUN statement.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y redis-server
HIGH,25,BPAD173E04,RUN,Required pattern not found: Checks for the use of --no-install-recommends with apt-get install to minimize image size.,Ensure RUN instructions that perform complex operations are split across multiple lines using backslashes for better readability. Always combine apt-get update with apt-get install in the same RUN statement to avoid caching issues. Use --no-install-recommends with apt-get install to minimize the image size. Manually review the use of pipe (|) operators in RUN instructions to ensure they are preceded by 'set -o pipefail &&' for error handling.,RUN apt-get install -y redis-server
INFO,27,BP4FB971F0,EXPOSE,"Required pattern not found: Checks if EXPOSE uses common ports (80, 443 for web servers, 27017 for MongoDB).","Ensure the EXPOSE instruction uses a common, traditional port for the application (e.g., 80 for Apache, 27017 for MongoDB). If your application uses a different port, consider documenting the reason in your Dockerfile or project documentation.",EXPOSE 22
INFO,27,BP4FB971F0,EXPOSE,Disallowed pattern found: Detects EXPOSE instructions that do not specify a port.,"Ensure the EXPOSE instruction uses a common, traditional port for the application (e.g., 80 for Apache, 27017 for MongoDB). If your application uses a different port, consider documenting the reason in your Dockerfile or project documentation.",EXPOSE 22
