Severity,Line,Rule ID,Rule Title,Message,Suggestion,Line Content
HIGH,1,BP8E7F00CF,FROM,"Due to the linter's limitations, it cannot verify if an image is an official Docker image or assess the full context of image selection. Manual review is required to ensure the used base image is the current official version and to verify it's the most appropriate choice for the project's needs.","Use an official Alpine image as the base for your Dockerfile to minimize size and maintain security. Avoid using the 'latest' tag to ensure your builds are predictable and reproducible. For non-Alpine images, manually verify that you're using the official version and consider its appropriateness for your project.",Global Check: Manual Review
MEDIUM,1,BP9F076259,Leverage build cache,"Due to the linter's limitations, it cannot analyze the order of instructions or their implications on the Docker build cache. Optimizing Dockerfile instructions for cache utilization requires understanding the context and order of instructions, which must be manually reviewed.","Review Dockerfile instructions to ensure they are ordered in a way that maximizes the use of the Docker build cache. For example, instructions that are less likely to change should be placed before instructions that are more likely to change.",Global Check: Manual Review
MEDIUM,1,BPAD173E04,RUN,"Due to the linter's limitations, it cannot verify if 'apt-get update' and 'apt-get install' are combined in the same RUN statement or if version pinning is used for package installation. These practices need to be manually reviewed.","Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",Global Check: Manual Review
HIGH,1,BPAEDF7F2F,Exclude with .dockerignore,File '.dockerignore' check failed: File does not exist (required but not found). Check if a .dockerignore file exists in the same directory as the Dockerfile.,Create a .dockerignore file in the same directory as your Dockerfile to exclude files not relevant to the build. Follow patterns similar to .gitignore to specify which files or directories to ignore.,Global Check: File '.dockerignore'
MEDIUM,1,BPAF7FDF55,Don't install unnecessary packages,Determining if a package is unnecessary requires understanding the application's architecture and the purpose of the image. This cannot be accurately determined with simple line-by-line checks or without context.,Review the list of packages being installed and remove any that are not directly required for your application or service to run. Consider using multi-stage builds to include only the necessary artifacts in your final image.,Global Check: Manual Review
HIGH,1,BPD5DA0774,Build and test your images in CI,This check requires verifying if a CI/CD pipeline like GitHub Actions is configured to automatically build and test Docker images upon code commits or pull requests. Such verification goes beyond the capabilities of a simple line-by-line Dockerfile linter and involves external tooling and configuration checks.,"Ensure your project's CI/CD pipeline (e.g., GitHub Actions, GitLab CI/CD) is configured to automatically build and test your Docker images whenever changes are pushed to your source control or when a pull request is made.",Global Check: Manual Review
MEDIUM,1,BPDE4F1AAB,VOLUME,"Manual review is required to ensure that VOLUME is used appropriately for exposing database storage areas, configuration storage, or files/folders created by the container, and not for other purposes that could compromise the container's security or efficiency.","Ensure that your Dockerfile includes at least one VOLUME instruction to expose mutable or user-serviceable parts of your image, such as database storage areas or configuration files. Review the Dockerfile reference for the VOLUME instruction for more details.",Global Check: Manual Review
HIGH,1,BPFAEF57A2,ENTRYPOINT,"Manual review is required to ensure that ENTRYPOINT is used to set the image's main command, allowing the image to be run as though it was that command, and CMD is used as the default flags. Also, to verify if ENTRYPOINT is used in combination with a helper script for complex setups.","Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",Global Check: Manual Review
HIGH,1,BPFE9F359F,Decouple applications,"Due to the linter's limitations, it cannot analyze the architectural decisions such as decoupling applications into multiple containers. This requires understanding the application's architecture and how different components interact, which goes beyond simple line-by-line analysis.","Consider breaking down your application into smaller, decoupled containers that each serve a single purpose or concern. This may involve creating separate containers for your application's web server, database, and cache components. Ensure these containers can communicate effectively through Docker container networks.",Global Check: Manual Review
MEDIUM,1,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to update the PATH environment variable.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",FROM ubuntu:latest
MEDIUM,1,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to set environment variables.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",FROM ubuntu:latest
HIGH,1,BP08E4DA4E,CMD,Required pattern not found: Checks if CMD is used in the exec form with parameters.,"Ensure that CMD is used in the exec form, such as CMD [""executable"", ""param1"", ""param2""], and that there is only one CMD instruction in the Dockerfile.",FROM ubuntu:latest
HIGH,1,BP32CAE590,Choose the right base image,Disallowed pattern found: Using 'latest' tag for base image.,"Avoid using the 'latest' tag for base images to ensure reproducibility. Consider using a minimal base image like 'scratch' or a specific version of an official image that suits your application's needs. Review your Dockerfile to ensure you're using a trusted and minimal base image for both development/build stages and a separate, slimmer image for production. Consider multi-stage builds to minimize the final image size.",FROM ubuntu:latest
HIGH,1,BP32CAE590,Choose the right base image,Required pattern not found: Checks if the FROM instruction specifies using 'scratch' for a minimal base.,"Avoid using the 'latest' tag for base images to ensure reproducibility. Consider using a minimal base image like 'scratch' or a specific version of an official image that suits your application's needs. Review your Dockerfile to ensure you're using a trusted and minimal base image for both development/build stages and a separate, slimmer image for production. Consider multi-stage builds to minimize the final image size.",FROM ubuntu:latest
MEDIUM,1,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for downloading files from remote HTTP/HTTPS URLs.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,FROM ubuntu:latest
MEDIUM,1,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for adding tar files which will be auto-extracted.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,FROM ubuntu:latest
INFO,1,BP4FB971F0,EXPOSE,Required pattern not found: Checks if the EXPOSE instruction is used with a valid port format.,"Ensure you are using the EXPOSE instruction to indicate the common, traditional port for your application. For example, use EXPOSE 80 for Apache web server images, and EXPOSE 27017 for MongoDB images. This facilitates easier understanding and management of container networking.",FROM ubuntu:latest
HIGH,1,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure that the USER instruction is used to specify a non-root user.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior. If necessary, consider alternatives like 'gosu' for privilege escalation. Also, avoid frequently switching users to reduce complexity and potential security risks.",FROM ubuntu:latest
HIGH,1,BP8E7F00CF,FROM,"Required pattern not found: Check if the FROM instruction specifies an Alpine image, potentially with a tag.","Use an official Alpine image as the base for your Dockerfile to minimize size and maintain security. Avoid using the 'latest' tag to ensure your builds are predictable and reproducible. For non-Alpine images, manually verify that you're using the official version and consider its appropriateness for your project.",FROM ubuntu:latest
HIGH,1,BP8E7F00CF,FROM,Disallowed pattern found: Using 'latest' tag for base image.,"Use an official Alpine image as the base for your Dockerfile to minimize size and maintain security. Avoid using the 'latest' tag to ensure your builds are predictable and reproducible. For non-Alpine images, manually verify that you're using the official version and consider its appropriateness for your project.",FROM ubuntu:latest
HIGH,1,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use WORKDIR with absolute paths to set the working directory. Replace any 'RUN cd' commands with WORKDIR instructions for better readability and maintainability.,FROM ubuntu:latest
MEDIUM,1,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",FROM ubuntu:latest
MEDIUM,1,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands use '&&' to chain commands together.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",FROM ubuntu:latest
HIGH,1,BPB8CA77FB,Pin base image versions,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure that the base image in your Dockerfile is pinned to a specific digest to guarantee reproducibility and avoid unintended updates. For example, use `FROM alpine@sha256:1234567890abcdef...` instead of `FROM alpine:latest` or `FROM alpine:3.19`.",FROM ubuntu:latest
MEDIUM,1,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that your Dockerfile includes at least one VOLUME instruction to expose mutable or user-serviceable parts of your image, such as database storage areas or configuration files. Review the Dockerfile reference for the VOLUME instruction for more details.",FROM ubuntu:latest
HIGH,1,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Checks if the ENTRYPOINT instruction is used.,"Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",FROM ubuntu:latest
HIGH,1,BPFAEF57A2,ENTRYPOINT,"Required pattern not found: Checks if the CMD instruction is used, which should ideally be used in conjunction with ENTRYPOINT to provide default arguments.","Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",FROM ubuntu:latest
MEDIUM,2,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to update the PATH environment variable.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",FROM python:3.9 AS builder
MEDIUM,2,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to set environment variables.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",FROM python:3.9 AS builder
HIGH,2,BP08E4DA4E,CMD,Required pattern not found: Checks if CMD is used in the exec form with parameters.,"Ensure that CMD is used in the exec form, such as CMD [""executable"", ""param1"", ""param2""], and that there is only one CMD instruction in the Dockerfile.",FROM python:3.9 AS builder
HIGH,2,BP32CAE590,Choose the right base image,Required pattern not found: Checks if the FROM instruction specifies using 'scratch' for a minimal base.,"Avoid using the 'latest' tag for base images to ensure reproducibility. Consider using a minimal base image like 'scratch' or a specific version of an official image that suits your application's needs. Review your Dockerfile to ensure you're using a trusted and minimal base image for both development/build stages and a separate, slimmer image for production. Consider multi-stage builds to minimize the final image size.",FROM python:3.9 AS builder
MEDIUM,2,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for downloading files from remote HTTP/HTTPS URLs.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,FROM python:3.9 AS builder
MEDIUM,2,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for adding tar files which will be auto-extracted.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,FROM python:3.9 AS builder
INFO,2,BP4FB971F0,EXPOSE,Required pattern not found: Checks if the EXPOSE instruction is used with a valid port format.,"Ensure you are using the EXPOSE instruction to indicate the common, traditional port for your application. For example, use EXPOSE 80 for Apache web server images, and EXPOSE 27017 for MongoDB images. This facilitates easier understanding and management of container networking.",FROM python:3.9 AS builder
HIGH,2,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure that the USER instruction is used to specify a non-root user.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior. If necessary, consider alternatives like 'gosu' for privilege escalation. Also, avoid frequently switching users to reduce complexity and potential security risks.",FROM python:3.9 AS builder
HIGH,2,BP8E7F00CF,FROM,"Required pattern not found: Check if the FROM instruction specifies an Alpine image, potentially with a tag.","Use an official Alpine image as the base for your Dockerfile to minimize size and maintain security. Avoid using the 'latest' tag to ensure your builds are predictable and reproducible. For non-Alpine images, manually verify that you're using the official version and consider its appropriateness for your project.",FROM python:3.9 AS builder
HIGH,2,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use WORKDIR with absolute paths to set the working directory. Replace any 'RUN cd' commands with WORKDIR instructions for better readability and maintainability.,FROM python:3.9 AS builder
MEDIUM,2,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",FROM python:3.9 AS builder
MEDIUM,2,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands use '&&' to chain commands together.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",FROM python:3.9 AS builder
HIGH,2,BPB8CA77FB,Pin base image versions,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure that the base image in your Dockerfile is pinned to a specific digest to guarantee reproducibility and avoid unintended updates. For example, use `FROM alpine@sha256:1234567890abcdef...` instead of `FROM alpine:latest` or `FROM alpine:3.19`.",FROM python:3.9 AS builder
MEDIUM,2,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that your Dockerfile includes at least one VOLUME instruction to expose mutable or user-serviceable parts of your image, such as database storage areas or configuration files. Review the Dockerfile reference for the VOLUME instruction for more details.",FROM python:3.9 AS builder
HIGH,2,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Checks if the ENTRYPOINT instruction is used.,"Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",FROM python:3.9 AS builder
HIGH,2,BPFAEF57A2,ENTRYPOINT,"Required pattern not found: Checks if the CMD instruction is used, which should ideally be used in conjunction with ENTRYPOINT to provide default arguments.","Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",FROM python:3.9 AS builder
MEDIUM,4,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to update the PATH environment variable.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",RUN apt-get update
MEDIUM,4,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to set environment variables.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",RUN apt-get update
HIGH,4,BP08E4DA4E,CMD,Required pattern not found: Checks if CMD is used in the exec form with parameters.,"Ensure that CMD is used in the exec form, such as CMD [""executable"", ""param1"", ""param2""], and that there is only one CMD instruction in the Dockerfile.",RUN apt-get update
MEDIUM,4,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for downloading files from remote HTTP/HTTPS URLs.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,RUN apt-get update
MEDIUM,4,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for adding tar files which will be auto-extracted.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,RUN apt-get update
INFO,4,BP4FB971F0,EXPOSE,Required pattern not found: Checks if the EXPOSE instruction is used with a valid port format.,"Ensure you are using the EXPOSE instruction to indicate the common, traditional port for your application. For example, use EXPOSE 80 for Apache web server images, and EXPOSE 27017 for MongoDB images. This facilitates easier understanding and management of container networking.",RUN apt-get update
HIGH,4,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure that the USER instruction is used to specify a non-root user.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior. If necessary, consider alternatives like 'gosu' for privilege escalation. Also, avoid frequently switching users to reduce complexity and potential security risks.",RUN apt-get update
HIGH,4,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use WORKDIR with absolute paths to set the working directory. Replace any 'RUN cd' commands with WORKDIR instructions for better readability and maintainability.,RUN apt-get update
MEDIUM,4,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",RUN apt-get update
MEDIUM,4,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands use '&&' to chain commands together.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",RUN apt-get update
MEDIUM,4,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that your Dockerfile includes at least one VOLUME instruction to expose mutable or user-serviceable parts of your image, such as database storage areas or configuration files. Review the Dockerfile reference for the VOLUME instruction for more details.",RUN apt-get update
HIGH,4,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Checks if the ENTRYPOINT instruction is used.,"Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",RUN apt-get update
HIGH,4,BPFAEF57A2,ENTRYPOINT,"Required pattern not found: Checks if the CMD instruction is used, which should ideally be used in conjunction with ENTRYPOINT to provide default arguments.","Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",RUN apt-get update
MEDIUM,5,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to update the PATH environment variable.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",RUN apt-get install -y python3
MEDIUM,5,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to set environment variables.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",RUN apt-get install -y python3
HIGH,5,BP08E4DA4E,CMD,Required pattern not found: Checks if CMD is used in the exec form with parameters.,"Ensure that CMD is used in the exec form, such as CMD [""executable"", ""param1"", ""param2""], and that there is only one CMD instruction in the Dockerfile.",RUN apt-get install -y python3
MEDIUM,5,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for downloading files from remote HTTP/HTTPS URLs.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,RUN apt-get install -y python3
MEDIUM,5,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for adding tar files which will be auto-extracted.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,RUN apt-get install -y python3
INFO,5,BP4FB971F0,EXPOSE,Required pattern not found: Checks if the EXPOSE instruction is used with a valid port format.,"Ensure you are using the EXPOSE instruction to indicate the common, traditional port for your application. For example, use EXPOSE 80 for Apache web server images, and EXPOSE 27017 for MongoDB images. This facilitates easier understanding and management of container networking.",RUN apt-get install -y python3
HIGH,5,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure that the USER instruction is used to specify a non-root user.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior. If necessary, consider alternatives like 'gosu' for privilege escalation. Also, avoid frequently switching users to reduce complexity and potential security risks.",RUN apt-get install -y python3
HIGH,5,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use WORKDIR with absolute paths to set the working directory. Replace any 'RUN cd' commands with WORKDIR instructions for better readability and maintainability.,RUN apt-get install -y python3
MEDIUM,5,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",RUN apt-get install -y python3
MEDIUM,5,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands use '&&' to chain commands together.,"Ensure complex or long RUN commands are split across multiple lines for readability. Use backslashes to continue commands on a new line and chain commands with '&&'. For package installations, always combine 'apt-get update' with 'apt-get install' in the same RUN statement to avoid caching issues. Consider using version pinning for packages to ensure the build retrieves a specific version.",RUN apt-get install -y python3
MEDIUM,5,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that your Dockerfile includes at least one VOLUME instruction to expose mutable or user-serviceable parts of your image, such as database storage areas or configuration files. Review the Dockerfile reference for the VOLUME instruction for more details.",RUN apt-get install -y python3
HIGH,5,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Checks if the ENTRYPOINT instruction is used.,"Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",RUN apt-get install -y python3
HIGH,5,BPFAEF57A2,ENTRYPOINT,"Required pattern not found: Checks if the CMD instruction is used, which should ideally be used in conjunction with ENTRYPOINT to provide default arguments.","Ensure that ENTRYPOINT is used to set the main command of the image, allowing it to be run as if it was that command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.",RUN apt-get install -y python3
MEDIUM,6,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to update the PATH environment variable.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",RUN apt-get install -y vim nano curl wget
MEDIUM,6,BP086BFB42,ENV,Required pattern not found: Checks if the ENV instruction is used to set environment variables.,"Use ENV to set environment variables and update the PATH to facilitate software execution. Avoid creating unnecessary layers by combining ENV instructions where possible. For setting and unsetting environment variables within the same layer, consider using a RUN instruction with shell commands.",RUN apt-get install -y vim nano curl wget
HIGH,6,BP08E4DA4E,CMD,Required pattern not found: Checks if CMD is used in the exec form with parameters.,"Ensure that CMD is used in the exec form, such as CMD [""executable"", ""param1"", ""param2""], and that there is only one CMD instruction in the Dockerfile.",RUN apt-get install -y vim nano curl wget
MEDIUM,6,BP4F995E92,ADD or COPY,Required pattern not found: Checks if ADD is used for downloading files from remote HTTP/HTTPS URLs.,Prefer using COPY for copying local files. Use ADD only for its unique features like adding files from remote URLs and auto-extracting tar files.,RUN apt-get install -y vim nano curl wget
