Severity,Line,Rule ID,Rule Title,Message,Suggestion,Line Content
MEDIUM,1,BPAD173E04,RUN,Requires manual review to verify that set -o pipefail is used for RUN commands that pipe the output of one command into another to ensure the build fails if any command in the pipe fails.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,Global Check: Manual Review
HIGH,1,BPAEDF7F2F,Exclude with .dockerignore,Required file '.dockerignore' not found. Check if a .dockerignore file exists in the same directory as the Dockerfile.,Create a .dockerignore file in the same directory as your Dockerfile to exclude files not relevant to the build. Use patterns similar to .gitignore to specify which files or directories to ignore.,Global Check: File '.dockerignore'
MEDIUM,1,BPAF7FDF55,Don't install unnecessary packages,Determining the necessity of a package requires understanding the application's architecture and the purpose of the image. This cannot be accurately automated without context.,Review the list of packages being installed and remove any that are not necessary for running the application or service the container is intended for.,Global Check: Manual Review
HIGH,1,BPD5DA0774,Build and test your images in CI,"Automated building and testing of Docker images in CI/CD cannot be verified through Dockerfile analysis alone. This process involves external CI/CD configuration files and workflows, such as GitHub Actions, which are beyond the scope of a Dockerfile linter.",Ensure your project's CI/CD pipeline is configured to automatically build and test the Docker image upon each commit or pull request. Refer to your CI/CD tool's documentation for guidance on setting up automated Docker image builds and tests.,Global Check: Manual Review
HIGH,1,BPFAEF57A2,ENTRYPOINT,"Due to linter limitations, manual review is required to ensure ENTRYPOINT is used correctly as the main command and CMD is used for default flags, and to verify if a helper script is used with ENTRYPOINT for complex setups.","Ensure ENTRYPOINT is set to the image's main command, allowing the image to run as that command. Use CMD to specify default flags. Consider using a helper script with ENTRYPOINT for complex setups.",Global Check: Manual Review
HIGH,1,BPFE9F359F,Decouple applications,"Due to the linter's limitations in understanding Dockerfile structure, context across multiple instructions, and the inability to verify external information such as the purpose of each container, this rule requires manual review to ensure that each container is focused on a single concern and that applications are properly decoupled into multiple containers where appropriate.",Review your Docker setup to ensure that each container is dedicated to a single concern. Consider splitting complex applications into multiple containers to improve scalability and maintainability. Use Docker container networks for inter-container communication if necessary.,Global Check: Manual Review
HIGH,1,BP32CAE590,Choose the right base image,Required pattern not found: Check if the FROM instruction specifies an image not using the 'latest' tag.,"Ensure your Dockerfile's FROM instruction specifies a minimal, trusted base image appropriate for your application's needs. Avoid using the 'latest' tag where possible, and consider pinning the image to a specific digest for more reliable and secure builds. Review your base image choice manually to confirm it's minimal and from a trusted source.",FROM ubuntu:latest
HIGH,1,BP32CAE590,Choose the right base image,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure your Dockerfile's FROM instruction specifies a minimal, trusted base image appropriate for your application's needs. Avoid using the 'latest' tag where possible, and consider pinning the image to a specific digest for more reliable and secure builds. Review your base image choice manually to confirm it's minimal and from a trusted source.",FROM ubuntu:latest
HIGH,1,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",FROM ubuntu:latest
HIGH,1,BP8E7F00CF,FROM,"Required pattern not found: Checks if the FROM instruction specifies an Alpine image, potentially with a tag.","Prefer using the Alpine image for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and reproducible. For non-Alpine images, manually verify they are official and minimal for your needs.",FROM ubuntu:latest
HIGH,1,BP8E7F00CF,FROM,Disallowed pattern found: Using 'latest' tag for base image.,"Prefer using the Alpine image for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and reproducible. For non-Alpine images, manually verify they are official and minimal for your needs.",FROM ubuntu:latest
HIGH,1,BPB8CA77FB,Pin base image versions,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure that the base image in your Dockerfile is pinned to a specific digest to guarantee the use of the same image version across builds. For example, use FROM alpine@sha256:12345... instead of using a tag like alpine:latest or alpine:3.12.",FROM ubuntu:latest
HIGH,2,BP32CAE590,Choose the right base image,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure your Dockerfile's FROM instruction specifies a minimal, trusted base image appropriate for your application's needs. Avoid using the 'latest' tag where possible, and consider pinning the image to a specific digest for more reliable and secure builds. Review your base image choice manually to confirm it's minimal and from a trusted source.",FROM python:3.9 AS builder
HIGH,2,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",FROM python:3.9 AS builder
HIGH,2,BP8E7F00CF,FROM,"Required pattern not found: Checks if the FROM instruction specifies an Alpine image, potentially with a tag.","Prefer using the Alpine image for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and reproducible. For non-Alpine images, manually verify they are official and minimal for your needs.",FROM python:3.9 AS builder
HIGH,2,BPB8CA77FB,Pin base image versions,Required pattern not found: Check if the FROM instruction specifies an image pinned by digest.,"Ensure that the base image in your Dockerfile is pinned to a specific digest to guarantee the use of the same image version across builds. For example, use FROM alpine@sha256:12345... instead of using a tag like alpine:latest or alpine:3.12.",FROM python:3.9 AS builder
HIGH,4,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get update
HIGH,4,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get update
MEDIUM,4,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get update
MEDIUM,4,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get update
MEDIUM,4,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get update
HIGH,5,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y python3
HIGH,5,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y python3
MEDIUM,5,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y python3
MEDIUM,5,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y python3
MEDIUM,5,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y python3
HIGH,6,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y vim nano curl wget
HIGH,6,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y vim nano curl wget
MEDIUM,6,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y vim nano curl wget
MEDIUM,6,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y vim nano curl wget
MEDIUM,6,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y vim nano curl wget
HIGH,7,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y nginx
HIGH,7,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y nginx
MEDIUM,7,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y nginx
MEDIUM,7,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y nginx
MEDIUM,7,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y nginx
MEDIUM,9,BP4F995E92,ADD or COPY,"Required pattern not found: Checks if ADD is used for adding tar files, which is an appropriate use case.",Prefer using COPY for copying local files and directories into the container. Use ADD only when you need to fetch files from remote URLs or automatically extract tar files.,ADD . /app
MEDIUM,9,BP4F995E92,ADD or COPY,"Disallowed pattern found: Detects ADD being used instead of COPY for local file copying, which should be avoided unless using ADD's unique features.",Prefer using COPY for copying local files and directories into the container. Use ADD only when you need to fetch files from remote URLs or automatically extract tar files.,ADD . /app
HIGH,9,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",ADD . /app
HIGH,10,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y redis-server
HIGH,10,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y redis-server
MEDIUM,10,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y redis-server
MEDIUM,10,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y redis-server
MEDIUM,10,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y redis-server
HIGH,12,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y postgresql
HIGH,12,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN apt-get install -y postgresql
MEDIUM,12,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y postgresql
MEDIUM,12,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y postgresql
MEDIUM,12,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN apt-get install -y postgresql
HIGH,14,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN mkdir -p /var/log/myapp
HIGH,14,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",RUN mkdir -p /var/log/myapp
MEDIUM,14,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN mkdir -p /var/log/myapp
MEDIUM,14,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN mkdir -p /var/log/myapp
MEDIUM,14,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,RUN mkdir -p /var/log/myapp
HIGH,15,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.","RUN echo ""log data"" > /var/log/app.log"
HIGH,15,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.","RUN echo ""log data"" > /var/log/app.log"
MEDIUM,15,BPAD173E04,RUN,Required pattern not found: Checks if RUN commands are split across multiple lines using backslashes for readability.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,"RUN echo ""log data"" > /var/log/app.log"
MEDIUM,15,BPAD173E04,RUN,Required pattern not found: Ensures RUN apt-get update and apt-get install are combined in the same RUN statement.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,"RUN echo ""log data"" > /var/log/app.log"
MEDIUM,15,BPAD173E04,RUN,Required pattern not found: Detects if apt-get install includes the --no-install-recommends flag.,Ensure complex RUN instructions are split across multiple lines using backslashes. Combine apt-get update with apt-get install in the same RUN statement and use --no-install-recommends with apt-get install. Consider manual review for complex scenarios not covered by automated checks.,"RUN echo ""log data"" > /var/log/app.log"
HIGH,17,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",WORKDIR app
HIGH,17,BP9166D7E9,WORKDIR,Disallowed pattern found: Detects WORKDIR using a relative path.,Use absolute paths when setting the WORKDIR instruction. Replace any 'RUN cd ... && do-something' patterns with WORKDIR followed by the desired command without 'cd'.,WORKDIR app
HIGH,19,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",COPY .git /app/.git
HIGH,20,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",COPY README.md /app/
HIGH,21,BP6EB0C612,USER,Required keyword(s) ('USER') not found. Ensure there is at least one USER instruction to switch to a non-root user.,"Ensure your Dockerfile includes a USER instruction to switch to a non-root user. Avoid using 'sudo' within your Dockerfile. If necessary, consider alternatives like 'gosu' for privilege escalation. Minimize the use of switching users to reduce complexity.",COPY node_modules /app/node_modules
