Severity,Line,Rule ID,Rule Title,Message,Suggestion,Line Content
HIGH,2,BP8E7F00CF,FROM,Required pattern not found: Check if the Dockerfile is using Alpine as a base image.,Use Alpine image as the base image when possible for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and consistent.,FROM python:3.9 AS builder
LOW,2,BP64B8A7E2,LABEL,Required pattern not found: Checks for LABEL instructions with properly quoted key-value pairs.,Ensure that each LABEL instruction uses properly quoted key-value pairs. Combine multiple labels into a single instruction where possible to reduce layers. Avoid unescaped inner quote characters in labels.,FROM python:3.9 AS builder
HIGH,2,BPAD173E04,RUN,Required pattern not found: RUN command split across multiple lines using backslashes.,"Ensure RUN instructions are readable and maintainable by splitting long commands across multiple lines, combining apt-get update and install in the same RUN statement, avoiding the use of || which can ignore errors, and using set -o pipefail to catch errors in pipes.",FROM python:3.9 AS builder
INFO,2,BP4FB971F0,EXPOSE,Required pattern not found: Checks if there is at least one EXPOSE instruction with a numeric port.,"Ensure you are using the EXPOSE instruction to indicate the port your application listens on. Use the common, traditional port for your application. For example, use 'EXPOSE 80' for Apache web server images.",FROM python:3.9 AS builder
MEDIUM,2,BP086BFB42,ENV,Required pattern not found: Check for the presence of ENV instruction updating the PATH environment variable.,"Use ENV to set the PATH and other environment variables needed for your container. Consider consolidating ENV instructions where possible to reduce layers. For version management, use ENV to define version numbers, making updates easier. Ensure any environment variables set with ENV that need to be unset are handled correctly in a RUN instruction to avoid leaving unwanted values in layers.",FROM python:3.9 AS builder
INFO,2,BP4F995E92,ADD or COPY,Required pattern not found: ADD instruction is used for downloading remote files.,Prefer using COPY for copying files from the build context or another stage in a multi-stage build. Use ADD for remote files or automatic tar extraction. Consider using bind mounts for temporary file inclusion during build.,FROM python:3.9 AS builder
HIGH,2,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Check for the presence of the ENTRYPOINT instruction.,Ensure your Dockerfile includes an ENTRYPOINT instruction to define the container's main command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.,FROM python:3.9 AS builder
MEDIUM,2,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that the VOLUME instruction is used to expose any database storage area, configuration storage, or files/folders created by your Docker container. Review the Dockerfile reference for the VOLUME instruction for best practices.",FROM python:3.9 AS builder
HIGH,2,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior in containers. If necessary, use 'gosu' for privilege escalation tasks. Do not frequently switch users with the USER instruction to keep the Dockerfile simple and reduce layers.",FROM python:3.9 AS builder
HIGH,2,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use absolute paths when setting the WORKDIR. Replace RUN cd commands with WORKDIR instructions to improve readability and maintainability.,FROM python:3.9 AS builder
HIGH,4,BP2AA02452,Create ephemeral containers,"Required keyword(s) ('ENV', 'ARG') not found. Check for the use of ENV or ARG instructions to support configuration at runtime, which is a characteristic of ephemeral containers.","Design your containers to be stateless: externalize data storage, use environment variables for configuration, and ensure containers can be easily replaced. Review application architecture to ensure it supports these principles.",RUN apt-get update
HIGH,4,BP8E7F00CF,FROM,Required pattern not found: Check if the Dockerfile is using Alpine as a base image.,Use Alpine image as the base image when possible for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and consistent.,RUN apt-get update
LOW,4,BP64B8A7E2,LABEL,Required pattern not found: Checks for LABEL instructions with properly quoted key-value pairs.,Ensure that each LABEL instruction uses properly quoted key-value pairs. Combine multiple labels into a single instruction where possible to reduce layers. Avoid unescaped inner quote characters in labels.,RUN apt-get update
HIGH,4,BPAD173E04,RUN,Required pattern not found: RUN command split across multiple lines using backslashes.,"Ensure RUN instructions are readable and maintainable by splitting long commands across multiple lines, combining apt-get update and install in the same RUN statement, avoiding the use of || which can ignore errors, and using set -o pipefail to catch errors in pipes.",RUN apt-get update
INFO,4,BP4FB971F0,EXPOSE,Required pattern not found: Checks if there is at least one EXPOSE instruction with a numeric port.,"Ensure you are using the EXPOSE instruction to indicate the port your application listens on. Use the common, traditional port for your application. For example, use 'EXPOSE 80' for Apache web server images.",RUN apt-get update
MEDIUM,4,BP086BFB42,ENV,Required pattern not found: Check for the presence of ENV instruction updating the PATH environment variable.,"Use ENV to set the PATH and other environment variables needed for your container. Consider consolidating ENV instructions where possible to reduce layers. For version management, use ENV to define version numbers, making updates easier. Ensure any environment variables set with ENV that need to be unset are handled correctly in a RUN instruction to avoid leaving unwanted values in layers.",RUN apt-get update
INFO,4,BP4F995E92,ADD or COPY,Required pattern not found: ADD instruction is used for downloading remote files.,Prefer using COPY for copying files from the build context or another stage in a multi-stage build. Use ADD for remote files or automatic tar extraction. Consider using bind mounts for temporary file inclusion during build.,RUN apt-get update
HIGH,4,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Check for the presence of the ENTRYPOINT instruction.,Ensure your Dockerfile includes an ENTRYPOINT instruction to define the container's main command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.,RUN apt-get update
MEDIUM,4,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that the VOLUME instruction is used to expose any database storage area, configuration storage, or files/folders created by your Docker container. Review the Dockerfile reference for the VOLUME instruction for best practices.",RUN apt-get update
HIGH,4,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior in containers. If necessary, use 'gosu' for privilege escalation tasks. Do not frequently switch users with the USER instruction to keep the Dockerfile simple and reduce layers.",RUN apt-get update
HIGH,4,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use absolute paths when setting the WORKDIR. Replace RUN cd commands with WORKDIR instructions to improve readability and maintainability.,RUN apt-get update
HIGH,5,BP2AA02452,Create ephemeral containers,"Required keyword(s) ('ENV', 'ARG') not found. Check for the use of ENV or ARG instructions to support configuration at runtime, which is a characteristic of ephemeral containers.","Design your containers to be stateless: externalize data storage, use environment variables for configuration, and ensure containers can be easily replaced. Review application architecture to ensure it supports these principles.",RUN apt-get install -y python3
HIGH,5,BP8E7F00CF,FROM,Required pattern not found: Check if the Dockerfile is using Alpine as a base image.,Use Alpine image as the base image when possible for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and consistent.,RUN apt-get install -y python3
LOW,5,BP64B8A7E2,LABEL,Required pattern not found: Checks for LABEL instructions with properly quoted key-value pairs.,Ensure that each LABEL instruction uses properly quoted key-value pairs. Combine multiple labels into a single instruction where possible to reduce layers. Avoid unescaped inner quote characters in labels.,RUN apt-get install -y python3
HIGH,5,BPAD173E04,RUN,Required pattern not found: RUN command split across multiple lines using backslashes.,"Ensure RUN instructions are readable and maintainable by splitting long commands across multiple lines, combining apt-get update and install in the same RUN statement, avoiding the use of || which can ignore errors, and using set -o pipefail to catch errors in pipes.",RUN apt-get install -y python3
INFO,5,BP4FB971F0,EXPOSE,Required pattern not found: Checks if there is at least one EXPOSE instruction with a numeric port.,"Ensure you are using the EXPOSE instruction to indicate the port your application listens on. Use the common, traditional port for your application. For example, use 'EXPOSE 80' for Apache web server images.",RUN apt-get install -y python3
MEDIUM,5,BP086BFB42,ENV,Required pattern not found: Check for the presence of ENV instruction updating the PATH environment variable.,"Use ENV to set the PATH and other environment variables needed for your container. Consider consolidating ENV instructions where possible to reduce layers. For version management, use ENV to define version numbers, making updates easier. Ensure any environment variables set with ENV that need to be unset are handled correctly in a RUN instruction to avoid leaving unwanted values in layers.",RUN apt-get install -y python3
INFO,5,BP4F995E92,ADD or COPY,Required pattern not found: ADD instruction is used for downloading remote files.,Prefer using COPY for copying files from the build context or another stage in a multi-stage build. Use ADD for remote files or automatic tar extraction. Consider using bind mounts for temporary file inclusion during build.,RUN apt-get install -y python3
HIGH,5,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Check for the presence of the ENTRYPOINT instruction.,Ensure your Dockerfile includes an ENTRYPOINT instruction to define the container's main command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.,RUN apt-get install -y python3
MEDIUM,5,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that the VOLUME instruction is used to expose any database storage area, configuration storage, or files/folders created by your Docker container. Review the Dockerfile reference for the VOLUME instruction for best practices.",RUN apt-get install -y python3
HIGH,5,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior in containers. If necessary, use 'gosu' for privilege escalation tasks. Do not frequently switch users with the USER instruction to keep the Dockerfile simple and reduce layers.",RUN apt-get install -y python3
HIGH,5,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use absolute paths when setting the WORKDIR. Replace RUN cd commands with WORKDIR instructions to improve readability and maintainability.,RUN apt-get install -y python3
HIGH,6,BP2AA02452,Create ephemeral containers,"Required keyword(s) ('ENV', 'ARG') not found. Check for the use of ENV or ARG instructions to support configuration at runtime, which is a characteristic of ephemeral containers.","Design your containers to be stateless: externalize data storage, use environment variables for configuration, and ensure containers can be easily replaced. Review application architecture to ensure it supports these principles.",RUN apt-get install -y vim nano curl wget
HIGH,6,BP8E7F00CF,FROM,Required pattern not found: Check if the Dockerfile is using Alpine as a base image.,Use Alpine image as the base image when possible for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and consistent.,RUN apt-get install -y vim nano curl wget
LOW,6,BP64B8A7E2,LABEL,Required pattern not found: Checks for LABEL instructions with properly quoted key-value pairs.,Ensure that each LABEL instruction uses properly quoted key-value pairs. Combine multiple labels into a single instruction where possible to reduce layers. Avoid unescaped inner quote characters in labels.,RUN apt-get install -y vim nano curl wget
HIGH,6,BPAD173E04,RUN,Required pattern not found: RUN command split across multiple lines using backslashes.,"Ensure RUN instructions are readable and maintainable by splitting long commands across multiple lines, combining apt-get update and install in the same RUN statement, avoiding the use of || which can ignore errors, and using set -o pipefail to catch errors in pipes.",RUN apt-get install -y vim nano curl wget
INFO,6,BP4FB971F0,EXPOSE,Required pattern not found: Checks if there is at least one EXPOSE instruction with a numeric port.,"Ensure you are using the EXPOSE instruction to indicate the port your application listens on. Use the common, traditional port for your application. For example, use 'EXPOSE 80' for Apache web server images.",RUN apt-get install -y vim nano curl wget
MEDIUM,6,BP086BFB42,ENV,Required pattern not found: Check for the presence of ENV instruction updating the PATH environment variable.,"Use ENV to set the PATH and other environment variables needed for your container. Consider consolidating ENV instructions where possible to reduce layers. For version management, use ENV to define version numbers, making updates easier. Ensure any environment variables set with ENV that need to be unset are handled correctly in a RUN instruction to avoid leaving unwanted values in layers.",RUN apt-get install -y vim nano curl wget
INFO,6,BP4F995E92,ADD or COPY,Required pattern not found: ADD instruction is used for downloading remote files.,Prefer using COPY for copying files from the build context or another stage in a multi-stage build. Use ADD for remote files or automatic tar extraction. Consider using bind mounts for temporary file inclusion during build.,RUN apt-get install -y vim nano curl wget
HIGH,6,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Check for the presence of the ENTRYPOINT instruction.,Ensure your Dockerfile includes an ENTRYPOINT instruction to define the container's main command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.,RUN apt-get install -y vim nano curl wget
MEDIUM,6,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that the VOLUME instruction is used to expose any database storage area, configuration storage, or files/folders created by your Docker container. Review the Dockerfile reference for the VOLUME instruction for best practices.",RUN apt-get install -y vim nano curl wget
HIGH,6,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior in containers. If necessary, use 'gosu' for privilege escalation tasks. Do not frequently switch users with the USER instruction to keep the Dockerfile simple and reduce layers.",RUN apt-get install -y vim nano curl wget
HIGH,6,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use absolute paths when setting the WORKDIR. Replace RUN cd commands with WORKDIR instructions to improve readability and maintainability.,RUN apt-get install -y vim nano curl wget
HIGH,7,BP2AA02452,Create ephemeral containers,"Required keyword(s) ('ENV', 'ARG') not found. Check for the use of ENV or ARG instructions to support configuration at runtime, which is a characteristic of ephemeral containers.","Design your containers to be stateless: externalize data storage, use environment variables for configuration, and ensure containers can be easily replaced. Review application architecture to ensure it supports these principles.",RUN apt-get install -y nginx
HIGH,7,BP8E7F00CF,FROM,Required pattern not found: Check if the Dockerfile is using Alpine as a base image.,Use Alpine image as the base image when possible for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and consistent.,RUN apt-get install -y nginx
LOW,7,BP64B8A7E2,LABEL,Required pattern not found: Checks for LABEL instructions with properly quoted key-value pairs.,Ensure that each LABEL instruction uses properly quoted key-value pairs. Combine multiple labels into a single instruction where possible to reduce layers. Avoid unescaped inner quote characters in labels.,RUN apt-get install -y nginx
HIGH,7,BPAD173E04,RUN,Required pattern not found: RUN command split across multiple lines using backslashes.,"Ensure RUN instructions are readable and maintainable by splitting long commands across multiple lines, combining apt-get update and install in the same RUN statement, avoiding the use of || which can ignore errors, and using set -o pipefail to catch errors in pipes.",RUN apt-get install -y nginx
INFO,7,BP4FB971F0,EXPOSE,Required pattern not found: Checks if there is at least one EXPOSE instruction with a numeric port.,"Ensure you are using the EXPOSE instruction to indicate the port your application listens on. Use the common, traditional port for your application. For example, use 'EXPOSE 80' for Apache web server images.",RUN apt-get install -y nginx
MEDIUM,7,BP086BFB42,ENV,Required pattern not found: Check for the presence of ENV instruction updating the PATH environment variable.,"Use ENV to set the PATH and other environment variables needed for your container. Consider consolidating ENV instructions where possible to reduce layers. For version management, use ENV to define version numbers, making updates easier. Ensure any environment variables set with ENV that need to be unset are handled correctly in a RUN instruction to avoid leaving unwanted values in layers.",RUN apt-get install -y nginx
INFO,7,BP4F995E92,ADD or COPY,Required pattern not found: ADD instruction is used for downloading remote files.,Prefer using COPY for copying files from the build context or another stage in a multi-stage build. Use ADD for remote files or automatic tar extraction. Consider using bind mounts for temporary file inclusion during build.,RUN apt-get install -y nginx
HIGH,7,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Check for the presence of the ENTRYPOINT instruction.,Ensure your Dockerfile includes an ENTRYPOINT instruction to define the container's main command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.,RUN apt-get install -y nginx
MEDIUM,7,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that the VOLUME instruction is used to expose any database storage area, configuration storage, or files/folders created by your Docker container. Review the Dockerfile reference for the VOLUME instruction for best practices.",RUN apt-get install -y nginx
HIGH,7,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior in containers. If necessary, use 'gosu' for privilege escalation tasks. Do not frequently switch users with the USER instruction to keep the Dockerfile simple and reduce layers.",RUN apt-get install -y nginx
HIGH,7,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use absolute paths when setting the WORKDIR. Replace RUN cd commands with WORKDIR instructions to improve readability and maintainability.,RUN apt-get install -y nginx
HIGH,9,BP2AA02452,Create ephemeral containers,"Required keyword(s) ('ENV', 'ARG') not found. Check for the use of ENV or ARG instructions to support configuration at runtime, which is a characteristic of ephemeral containers.","Design your containers to be stateless: externalize data storage, use environment variables for configuration, and ensure containers can be easily replaced. Review application architecture to ensure it supports these principles.",ADD . /app
HIGH,9,BP9F076259,Leverage build cache,"Disallowed pattern found: Using ADD instruction for local files instead of COPY can prevent leveraging build cache effectively, as ADD's ability to handle remote URLs and automatic tar extraction introduces variability.","Ensure instructions are ordered to maximize cache reuse. Avoid using ADD for local files, prefer COPY. Combine 'apt-get update' with 'apt-get install' in a single RUN instruction to prevent cache busting. For more complex cache optimization strategies, review must be manual.",ADD . /app
HIGH,9,BP8E7F00CF,FROM,Required pattern not found: Check if the Dockerfile is using Alpine as a base image.,Use Alpine image as the base image when possible for its small size and security benefits. Avoid using the 'latest' tag to ensure your builds are predictable and consistent.,ADD . /app
LOW,9,BP64B8A7E2,LABEL,Required pattern not found: Checks for LABEL instructions with properly quoted key-value pairs.,Ensure that each LABEL instruction uses properly quoted key-value pairs. Combine multiple labels into a single instruction where possible to reduce layers. Avoid unescaped inner quote characters in labels.,ADD . /app
HIGH,9,BPAD173E04,RUN,Required pattern not found: RUN command split across multiple lines using backslashes.,"Ensure RUN instructions are readable and maintainable by splitting long commands across multiple lines, combining apt-get update and install in the same RUN statement, avoiding the use of || which can ignore errors, and using set -o pipefail to catch errors in pipes.",ADD . /app
INFO,9,BP4FB971F0,EXPOSE,Required pattern not found: Checks if there is at least one EXPOSE instruction with a numeric port.,"Ensure you are using the EXPOSE instruction to indicate the port your application listens on. Use the common, traditional port for your application. For example, use 'EXPOSE 80' for Apache web server images.",ADD . /app
MEDIUM,9,BP086BFB42,ENV,Required pattern not found: Check for the presence of ENV instruction updating the PATH environment variable.,"Use ENV to set the PATH and other environment variables needed for your container. Consider consolidating ENV instructions where possible to reduce layers. For version management, use ENV to define version numbers, making updates easier. Ensure any environment variables set with ENV that need to be unset are handled correctly in a RUN instruction to avoid leaving unwanted values in layers.",ADD . /app
INFO,9,BP4F995E92,ADD or COPY,Required pattern not found: ADD instruction is used for downloading remote files.,Prefer using COPY for copying files from the build context or another stage in a multi-stage build. Use ADD for remote files or automatic tar extraction. Consider using bind mounts for temporary file inclusion during build.,ADD . /app
HIGH,9,BPFAEF57A2,ENTRYPOINT,Required pattern not found: Check for the presence of the ENTRYPOINT instruction.,Ensure your Dockerfile includes an ENTRYPOINT instruction to define the container's main command. Use CMD to provide default flags. Consider using a helper script with ENTRYPOINT for complex setups.,ADD . /app
MEDIUM,9,BPDE4F1AAB,VOLUME,Required keyword(s) ('VOLUME') not found. Check if the VOLUME instruction is used at least once.,"Ensure that the VOLUME instruction is used to expose any database storage area, configuration storage, or files/folders created by your Docker container. Review the Dockerfile reference for the VOLUME instruction for best practices.",ADD . /app
HIGH,9,BP6EB0C612,USER,Disallowed keyword(s) ('sudo') found. Check for the presence of 'sudo' which should be avoided.,"Ensure that your Dockerfile specifies a non-root user for running the service by using the USER instruction. Avoid using 'sudo' due to its unpredictable behavior in containers. If necessary, use 'gosu' for privilege escalation tasks. Do not frequently switch users with the USER instruction to keep the Dockerfile simple and reduce layers.",ADD . /app
HIGH,9,BP9166D7E9,WORKDIR,Required pattern not found: Checks if WORKDIR uses an absolute path.,Use absolute paths when setting the WORKDIR. Replace RUN cd commands with WORKDIR instructions to improve readability and maintainability.,ADD . /app
